"angle","trial","accuracy","epoch"
"-10",360,0.425,1
"-100",360,0.397222222222222,1
"-105",360,0.4,1
"-110",360,0.391666666666667,1
"-115",360,0.4,1
"-120",360,0.397222222222222,1
"-125",360,0.397222222222222,1
"-130",360,0.383333333333333,1
"-135",360,0.380555555555556,1
"-140",360,0.363888888888889,1
"-145",360,0.336111111111111,1
"-15",360,0.444444444444444,1
"-150",360,0.341666666666667,1
"-155",360,0.327777777777778,1
"-160",360,0.347222222222222,1
"-165",360,0.344444444444444,1
"-170",360,0.347222222222222,1
"-175",360,0.358333333333333,1
"-180",360,0.358333333333333,1
"-20",360,0.455555555555556,1
"-25",360,0.466666666666667,1
"-30",360,0.469444444444444,1
"-35",360,0.469444444444444,1
"-40",360,0.477777777777778,1
"-45",360,0.477777777777778,1
"-5",360,0.4,1
"-50",360,0.477777777777778,1
"-55",360,0.469444444444444,1
"-60",360,0.458333333333333,1
"-65",360,0.458333333333333,1
"-70",360,0.455555555555556,1
"-75",360,0.452777777777778,1
"-80",360,0.441666666666667,1
"-85",360,0.433333333333333,1
"-90",360,0.408333333333333,1
"-95",360,0.405555555555556,1
"0",360,0.394444444444444,1
"10",360,0.4,1
"100",360,0.386111111111111,1
"105",360,0.386111111111111,1
"110",360,0.394444444444444,1
"115",360,0.394444444444444,1
"120",360,0.388888888888889,1
"125",360,0.388888888888889,1
"130",360,0.383333333333333,1
"135",360,0.377777777777778,1
"140",360,0.366666666666667,1
"145",360,0.383333333333333,1
"15",360,0.419444444444444,1
"150",360,0.377777777777778,1
"155",360,0.375,1
"160",360,0.372222222222222,1
"165",360,0.375,1
"170",360,0.380555555555556,1
"175",360,0.363888888888889,1
"180",360,0.358333333333333,1
"20",360,0.411111111111111,1
"25",360,0.436111111111111,1
"30",360,0.452777777777778,1
"35",360,0.444444444444444,1
"40",360,0.436111111111111,1
"45",360,0.438888888888889,1
"5",360,0.394444444444444,1
"50",360,0.441666666666667,1
"55",360,0.425,1
"60",360,0.411111111111111,1
"65",360,0.405555555555556,1
"70",360,0.397222222222222,1
"75",360,0.380555555555556,1
"80",360,0.394444444444444,1
"85",360,0.380555555555556,1
"90",360,0.383333333333333,1
"95",360,0.388888888888889,1
"-10",360,0.608333333333333,2
"-100",360,0.444444444444444,2
"-105",360,0.427777777777778,2
"-110",360,0.405555555555556,2
"-115",360,0.408333333333333,2
"-120",360,0.391666666666667,2
"-125",360,0.380555555555556,2
"-130",360,0.386111111111111,2
"-135",360,0.386111111111111,2
"-140",360,0.386111111111111,2
"-145",360,0.352777777777778,2
"-15",360,0.638888888888889,2
"-150",360,0.355555555555556,2
"-155",360,0.344444444444444,2
"-160",360,0.372222222222222,2
"-165",360,0.363888888888889,2
"-170",360,0.377777777777778,2
"-175",360,0.402777777777778,2
